ts,Entity Name,data_soil_moisture1,data_soil_moisture2,data_soil_moisture3,data_soil_moisture4
2024-07-04 23:17:31.590,111,16.4,24.6,37.5,41.7
2024-07-04 23:47:31.556,111,16.4,24.6,37.5,41.7
2024-07-05 00:17:31.514,111,16.4,24.6,37.5,41.7
2024-07-05 00:47:31.477,111,16.4,24.6,37.5,41.7
2024-07-05 01:17:31.452,111,16.3,24.6,37.5,41.7
2024-07-05 01:47:31.427,111,16.3,24.6,37.5,41.8
2024-07-05 02:17:31.392,111,16.3,24.6,37.5,41.8
2024-07-05 02:47:31.396,111,16.2,24.6,37.5,41.8
2024-07-05 03:17:31.319,111,16.2,24.5,37.5,41.8
2024-07-05 03:47:31.266,111,16.2,24.5,37.5,41.9
2024-07-05 04:17:31.280,111,16.2,24.5,37.5,41.9
2024-07-05 04:47:31.243,111,16.2,24.5,37.5,41.9
2024-07-05 05:17:31.193,111,16.1,24.5,37.5,41.9
2024-07-05 06:17:31.145,111,16.1,24.4,37.6,42.0
2024-07-05 06:47:31.116,111,16.0,24.4,37.6,42.0
2024-07-05 07:17:31.085,111,16.0,24.4,37.6,42.0
2024-07-05 07:47:31.044,111,16.0,24.4,37.6,42.0
2024-07-05 08:47:30.943,111,16.0,24.3,37.6,42.0
2024-07-05 09:17:30.926,111,16.0,24.3,37.6,42.0
2024-07-05 09:47:30.913,111,16.0,24.3,37.6,42.0
2024-07-05 10:17:30.576,111,16.0,24.3,37.6,42.1
2024-07-05 11:47:30.746,111,20.8,25.5,37.6,42.1
2024-07-05 12:17:30.521,111,20.8,25.4,37.5,42.1
2024-07-05 13:17:30.633,111,20.7,25.2,37.5,42.0
2024-07-05 13:47:30.225,111,20.7,25.1,37.5,42.0
2024-07-05 14:17:30.402,111,20.7,25.1,37.5,42.0
2024-07-05 14:47:30.544,111,20.6,25.0,37.4,42.0
2024-07-05 15:17:30.448,111,20.5,25.0,37.2,41.9
2024-07-05 15:47:30.319,111,20.3,25.0,37.1,41.9
2024-07-05 16:17:30.024,111,20.1,25.0,36.9,41.9
2024-07-05 16:47:30.088,111,19.9,24.9,36.7,41.9
2024-07-05 17:17:29.908,111,19.8,24.9,36.6,41.9
2024-07-05 17:47:30.367,111,19.6,24.8,36.4,41.8
2024-07-05 18:17:30.289,111,19.5,24.8,36.3,41.8
2024-07-05 18:47:30.255,111,19.3,24.8,36.3,41.8
2024-07-05 19:17:30.213,111,19.2,24.7,36.2,41.8
